HMDBID,Genus,Metabolite,Health effect,Health effect Class,Organoleptic effect,Correlation_Type,Control,Obesity,T2D
HMDB0000462,Shewanella,allantoin,Nervous system disorder,Neurological,,negative,-0.613783203,-0.23607813,-0.344847
HMDB0000462,Subdoligranulum,allantoin,Nervous system disorder,Neurological,,negative,-0.570601133,-0.57535706,-0.409286535
HMDB0000462,Treponema,allantoin,Nervous system disorder,Neurological,,negative,-0.519573488,-0.373058927,-0.352107242
HMDB0000462,UCG-003,allantoin,Nervous system disorder,Neurological,,negative,-0.565737865,-0.482629345,-0.293893482
HMDB0000462,UCG-005,allantoin,Nervous system disorder,Neurological,,negative,-0.665737865,-0.432958008,-0.310453128
HMDB0000462,UCG-009,allantoin,Nervous system disorder,Neurological,,negative,-0.438787183,-0.336723139,-0.369695289
HMDB0005032,Acinetobacter,cetirizine,Nervous system disorder,Neurological,,negative,-0.367843674,-0.381955183,-0.532490282
HMDB0005032,Allisonella,cetirizine,Nervous system disorder,Neurological,,positive,0.620601133,0.505765867,0.268826624
HMDB0005032,Alloprevotella,cetirizine,Nervous system disorder,Neurological,,negative,-0.565737865,-0.470512768,-0.180499046
HMDB0005032,CAG-352,cetirizine,Nervous system disorder,Neurological,,negative,-0.7,-0.390324915,-0.247324143
HMDB0005032,Coprococcus,cetirizine,Nervous system disorder,Neurological,,positive,0.372568366,0.449863846,0.416573945
HMDB0005032,Desulfovibrio,cetirizine,Nervous system disorder,Neurological,,negative,-0.456346742,-0.278730928,-0.258562356
HMDB0005032,Lachnoclostridium,cetirizine,Nervous system disorder,Neurological,,negative,-0.733333333,-0.375364956,-0.384080825
HMDB0005032,Prevotella,cetirizine,Nervous system disorder,Neurological,,positive,0.56,0.333197369,0.168993984
HMDB0005032,Subdoligranulum,cetirizine,Nervous system disorder,Neurological,,negative,-0.60472136,-0.401275361,-0.272979987
HMDB0240607,Acinetobacter,glycohyocholic acid,Nervous system disorder,Neurological,,negative,-0.508932507,-0.420320755,-0.400863063
HMDB0240607,Anaerobiospirillum,glycohyocholic acid,Nervous system disorder,Neurological,,negative,-0.415737865,-0.40515777,-0.292942208
HMDB0240607,Butyricicoccus,glycohyocholic acid,Nervous system disorder,Neurological,,negative,-0.38323197,-0.594879515,-0.414502267
HMDB0240607,Coprococcus,glycohyocholic acid,Nervous system disorder,Neurological,,positive,0.432314948,0.37359189,0.536472115
HMDB0240607,Helicobacter,glycohyocholic acid,Nervous system disorder,Neurological,,negative,-0.460963706,-0.496805343,-0.327259917
HMDB0240607,Megasphaera,glycohyocholic acid,Nervous system disorder,Neurological,,positive,0.443615043,0.318561048,0.222214825
HMDB0240607,Phascolarctobacterium,glycohyocholic acid,Nervous system disorder,Neurological,,negative,-0.367532612,-0.426342344,-0.378526181
HMDB0240607,Prevotellaceae_UCG-003,glycohyocholic acid,Nervous system disorder,Neurological,,negative,-0.476524758,-0.501939817,-0.128576101
HMDB0240607,Roseburia,glycohyocholic acid,Nervous system disorder,Neurological,,positive,0.406330579,0.30586403,0.545795361
HMDB0240607,Shewanella,glycohyocholic acid,Nervous system disorder,Neurological,,negative,-0.519420091,-0.275266601,-0.375466215
HMDB0240607,Weissella,glycohyocholic acid,Nervous system disorder,Neurological,,negative,-0.536524758,-0.60021234,-0.420789534
HMDB0005012,Aeromonas,olanzapine,Nervous system disorder,Neurological,,positive,0.307838762,0.287912518,0.226213645
HMDB0005012,Agathobacter,olanzapine,Nervous system disorder,Neurological,,negative,-0.570688837,-0.454869761,-0.33794572
HMDB0005012,Allisonella,olanzapine,Nervous system disorder,Neurological,,positive,0.467082039,0.343509015,0.453616906
HMDB0005012,Alloprevotella,olanzapine,Nervous system disorder,Neurological,,positive,0.529442719,0.25321067,0.379365735
HMDB0005012,Avibacterium,olanzapine,Nervous system disorder,Neurological,,positive,0.398885438,0.403540876,0.530331846
HMDB0005012,Bacteroides,olanzapine,Nervous system disorder,Neurological,,negative,-0.417099639,-0.307818189,-0.299582808
HMDB0005012,Barnesiella,olanzapine,Nervous system disorder,Neurological,,positive,0.336338998,0.340372556,0.51150509
HMDB0005012,Butyricicoccus,olanzapine,Nervous system disorder,Neurological,,negative,-0.406903421,-0.389978984,-0.239110366
HMDB0005012,Colidextribacter,olanzapine,Nervous system disorder,Neurological,,negative,-0.597563893,-0.165103448,-0.361033079
HMDB0005012,Collinsella,olanzapine,Nervous system disorder,Neurological,,negative,-0.56472136,-0.299025512,-0.329163373
HMDB0005012,Comamonas,olanzapine,Nervous system disorder,Neurological,,negative,-0.666922329,-0.364255118,-0.465414526
HMDB0005012,Defluviitaleaceae_UCG-011,olanzapine,Nervous system disorder,Neurological,,negative,-0.502767179,-0.354222337,-0.311548622
HMDB0005012,Herbaspirillum,olanzapine,Nervous system disorder,Neurological,,positive,0.415737865,0.363478429,0.538106978
HMDB0005012,Lachnospira,olanzapine,Nervous system disorder,Neurological,,negative,-0.413871494,-0.319725159,-0.322391152
HMDB0005012,Methylobacterium-Methylorubrum,olanzapine,Nervous system disorder,Neurological,,positive,0.572651542,0.469260298,0.289236197
HMDB0005012,Mitsuokella,olanzapine,Nervous system disorder,Neurological,,positive,0.314164079,0.362183155,0.487796057
HMDB0005012,Monoglobus,olanzapine,Nervous system disorder,Neurological,,negative,-0.521639565,-0.376470986,-0.345153163
HMDB0005012,Romboutsia,olanzapine,Nervous system disorder,Neurological,,positive,0.521039134,0.493836162,0.365099196
HMDB0005012,Roseburia,olanzapine,Nervous system disorder,Neurological,,positive,0.475075112,0.393919446,0.409602978
HMDB0005012,Sutterella,olanzapine,Nervous system disorder,Neurological,,positive,0.665530755,0.18952241,0.454457298
HMDB0000251,Aeromonas,taurine,Nervous system disorder,Neurological,Odor,negative,-0.42,-0.418310802,-0.431887994
HMDB0000251,Allisonella,taurine,Nervous system disorder,Neurological,Odor,positive,0.5,0.407967656,0.510204082
HMDB0000251,Asteroleplasma,taurine,Nervous system disorder,Neurological,Odor,positive,0.366666667,0.5581265,0.527080627
HMDB0000251,Avibacterium,taurine,Nervous system disorder,Neurological,Odor,negative,-0.371428571,-0.386757094,-0.497142857
HMDB0000251,Barnesiella,taurine,Nervous system disorder,Neurological,Odor,negative,-0.44,-0.41772683,-0.474285714
HMDB0000251,Butyricicoccus,taurine,Nervous system disorder,Neurological,Odor,negative,-0.483333333,-0.634862785,-0.2
HMDB0000251,Butyricimonas,taurine,Nervous system disorder,Neurological,Odor,negative,-0.44,-0.470406771,-0.36
HMDB0000251,Colidextribacter,taurine,Nervous system disorder,Neurological,Odor,positive,0.38,0.326631957,0.44
HMDB0000251,Desulfovibrio,taurine,Nervous system disorder,Neurological,Odor,negative,-0.64,-0.499270142,-0.451428571
HMDB0000251,Monoglobus,taurine,Nervous system disorder,Neurological,Odor,negative,-0.490710678,-0.358055617,-0.243755365
HMDB0000251,Neisseria,taurine,Nervous system disorder,Neurological,Odor,negative,-0.58825273,-0.330306035,-0.452480592
HMDB0000251,Treponema,taurine,Nervous system disorder,Neurological,Odor,negative,-0.635383742,-0.232867406,-0.407501694
HMDB0000251,UCG-009,taurine,Nervous system disorder,Neurological,Odor,negative,-0.468656793,-0.566398719,-0.388683606
HMDB0000251,Weissella,taurine,Nervous system disorder,Neurological,Odor,negative,-0.44,-0.463364693,-0.405714286
HMDB0000251,Xenorhabdus,taurine,Nervous system disorder,Neurological,Odor,negative,-0.645250224,-0.453394714,-0.443865676
HMDB0000306,Aeromonas,tyramine,Nervous system disorder,Neurological,Odor,positive,0.480459225,0.399205563,0.303654775
HMDB0000306,Agathobacter,tyramine,Nervous system disorder,Neurological,Odor,negative,-0.582404532,-0.689620748,-0.370695837
HMDB0000306,Alloprevotella,tyramine,Nervous system disorder,Neurological,Odor,negative,-0.813489599,-0.513828663,-0.362063022
HMDB0000306,Christensenellaceae_R-7_group,tyramine,Nervous system disorder,Neurological,Odor,negative,-0.718885438,-0.627691434,-0.337892609
HMDB0000306,Coprococcus,tyramine,Nervous system disorder,Neurological,Odor,positive,0.527082039,0.417173512,0.422848558
HMDB0000306,Coriobacteriaceae_UCG-003,tyramine,Nervous system disorder,Neurological,Odor,negative,-0.534512395,-0.477336522,-0.251536926
HMDB0000306,Defluviitaleaceae_UCG-011,tyramine,Nervous system disorder,Neurological,Odor,negative,-0.538538432,-0.551597953,-0.489838705
HMDB0000306,Elusimicrobium,tyramine,Nervous system disorder,Neurological,Odor,negative,-0.649071198,-0.575179424,-0.344928552
HMDB0000306,GCA-900066575,tyramine,Nervous system disorder,Neurological,Odor,negative,-0.838885438,-0.562729484,-0.369051494
HMDB0000306,Intestinibacter,tyramine,Nervous system disorder,Neurological,Odor,negative,-0.583731915,-0.432151574,-0.242305112
HMDB0000306,Lachnospira,tyramine,Nervous system disorder,Neurological,Odor,negative,-0.487082039,-0.559935515,-0.343775685
HMDB0000306,Lachnospiraceae_UCG-010,tyramine,Nervous system disorder,Neurological,Odor,negative,-0.715737865,-0.530284666,-0.340976178
HMDB0000306,Methanobrevibacter,tyramine,Nervous system disorder,Neurological,Odor,negative,-0.584657246,-0.498302154,-0.326175308
HMDB0000306,Mitsuokella,tyramine,Nervous system disorder,Neurological,Odor,negative,-0.48,-0.343030608,-0.37896006
HMDB0000306,NK4A214_group,tyramine,Nervous system disorder,Neurological,Odor,negative,-0.698885438,-0.627691434,-0.478192041
HMDB0000306,Oribacterium,tyramine,Nervous system disorder,Neurological,Odor,negative,-0.563770632,-0.435355589,-0.212951499
HMDB0000306,Roseburia,tyramine,Nervous system disorder,Neurological,Odor,positive,0.558885438,0.428425032,0.36272151
HMDB0000306,Subdoligranulum,tyramine,Nervous system disorder,Neurological,Odor,negative,-0.460515257,-0.574486095,-0.450981802
HMDB0000306,Treponema,tyramine,Nervous system disorder,Neurological,Odor,negative,-0.681621762,-0.245879952,-0.434785764
HMDB0000306,UCG-003,tyramine,Nervous system disorder,Neurological,Odor,negative,-0.632404532,-0.579743763,-0.449253755
HMDB0000306,UCG-005,tyramine,Nervous system disorder,Neurological,Odor,negative,-0.578885438,-0.665333678,-0.37263525
HMDB0000306,UCG-010,tyramine,Nervous system disorder,Neurological,Odor,negative,-0.538885438,-0.685822594,-0.38532568
HMDB0000306,Veillonella,tyramine,Nervous system disorder,Neurological,Odor,positive,0.54,0.311754299,0.266493257
HMDB0000306,Weissella,tyramine,Nervous system disorder,Neurological,Odor,negative,-0.398885438,-0.672300126,-0.440214125
HMDB0015548,Aeromonas,valganciclovir,Nervous system disorder,Neurological,,positive,0.443117402,0.377296539,0.468816258
HMDB0015548,Akkermansia,valganciclovir,Nervous system disorder,Neurological,,positive,0.36,0.298392527,0.301911721
HMDB0015548,Alistipes,valganciclovir,Nervous system disorder,Neurological,,negative,-0.28,-0.442940613,-0.386044408
HMDB0015548,Alloprevotella,valganciclovir,Nervous system disorder,Neurological,,negative,-0.357142857,-0.459147799,-0.363240233
HMDB0015548,Butyricicoccus,valganciclovir,Nervous system disorder,Neurological,,negative,-0.52,-0.517023014,-0.675328825
HMDB0015548,Defluviitaleaceae_UCG-011,valganciclovir,Nervous system disorder,Neurological,,negative,-0.482744477,-0.301870282,-0.503754742
HMDB0015548,Lachnospiraceae_UCG-010,valganciclovir,Nervous system disorder,Neurological,,negative,-0.385714286,-0.610175934,-0.500436528
HMDB0015548,Methylobacterium-Methylorubrum,valganciclovir,Nervous system disorder,Neurological,,positive,0.458925565,0.36583401,0.342046182
HMDB0015548,Prevotella,valganciclovir,Nervous system disorder,Neurological,,positive,0.32,0.296840527,0.438164213
HMDB0015548,Prevotellaceae_UCG-003,valganciclovir,Nervous system disorder,Neurological,,positive,0.342857143,0.241663388,0.266652164
HMDB0015548,Rikenellaceae_RC9_gut_group,valganciclovir,Nervous system disorder,Neurological,,positive,0.3,0.184247931,0.473979985
HMDB0015548,Romboutsia,valganciclovir,Nervous system disorder,Neurological,,negative,-0.42,-0.269836233,-0.315796563
HMDB0015548,Sutterella,valganciclovir,Nervous system disorder,Neurological,,positive,0.6,0.451518793,0.463791158
HMDB0015548,UCG-002,valganciclovir,Nervous system disorder,Neurological,,negative,-0.5,-0.587836034,-0.333037423
HMDB0015548,UCG-003,valganciclovir,Nervous system disorder,Neurological,,negative,-0.483333333,-0.323003315,-0.524665126
HMDB0015548,UCG-010,valganciclovir,Nervous system disorder,Neurological,,negative,-0.5120136,-0.475204389,-0.498328299
HMDB0015548,Weissella,valganciclovir,Nervous system disorder,Neurological,,negative,-0.38,-0.515887308,-0.471651486
HMDB0000299,Aeromonas,xanthosine,Nervous system disorder,Neurological,,positive,0.514907723,0.367904697,0.469579424
HMDB0000299,Agathobacter,xanthosine,Nervous system disorder,Neurological,,negative,-0.557953421,-0.578239696,-0.339801055
HMDB0000299,Barnesiella,xanthosine,Nervous system disorder,Neurological,,positive,0.492202282,0.254513056,0.289482903
HMDB0000299,Butyricicoccus,xanthosine,Nervous system disorder,Neurological,,negative,-0.451540733,-0.432963109,-0.32605019
HMDB0000299,Coprococcus,xanthosine,Nervous system disorder,Neurological,,positive,0.29842932,0.293112163,0.485429279
HMDB0000299,Defluviitaleaceae_UCG-011,xanthosine,Nervous system disorder,Neurological,,negative,-0.365247276,-0.515906492,-0.418103083
HMDB0000299,Escherichia-Shigella,xanthosine,Nervous system disorder,Neurological,,negative,-0.502462066,-0.480504106,-0.341023372
HMDB0000299,Helicobacter,xanthosine,Nervous system disorder,Neurological,,negative,-0.436867183,-0.56302582,-0.163748694
HMDB0000299,Herbaspirillum,xanthosine,Nervous system disorder,Neurological,,positive,0.269436988,0.191228626,0.348123252
HMDB0000299,Lachnoclostridium,xanthosine,Nervous system disorder,Neurological,,positive,0.40305706,0.239134193,0.357829699
HMDB0000299,Lachnospira,xanthosine,Nervous system disorder,Neurological,,negative,-0.202385337,-0.383583074,-0.413743653
HMDB0000299,Lactococcus,xanthosine,Nervous system disorder,Neurological,,negative,-0.41007887,-0.467040635,-0.307905198
HMDB0000299,Libanicoccus,xanthosine,Nervous system disorder,Neurological,,positive,0.343884298,0.263916301,0.284417303
HMDB0000299,Monoglobus,xanthosine,Nervous system disorder,Neurological,,negative,-0.326204633,-0.489894526,-0.434406288
HMDB0000299,Muribaculaceae,xanthosine,Nervous system disorder,Neurological,,negative,-0.463264044,-0.46895209,-0.268234672
HMDB0000299,Phascolarctobacterium,xanthosine,Nervous system disorder,Neurological,,negative,-0.306729931,-0.426764944,-0.320074565
HMDB0000299,Prevotella,xanthosine,Nervous system disorder,Neurological,,positive,0.341362182,0.3287241,0.361657896
HMDB0000299,Rikenellaceae_RC9_gut_group,xanthosine,Nervous system disorder,Neurological,,negative,-0.416318182,-0.407330565,-0.246578475
HMDB0000299,Romboutsia,xanthosine,Nervous system disorder,Neurological,,negative,-0.226056787,-0.27833484,-0.166043978
HMDB0000299,Roseburia,xanthosine,Nervous system disorder,Neurological,,positive,0.491719727,0.405371287,0.474602255
HMDB0033209,Agathobacter,fenthion,Nervous system disorder,Neurological,,positive,0.230259784,0.290352842,0.378146087
HMDB0033209,Allisonella,fenthion,Nervous system disorder,Neurological,,positive,0.548485521,0.457600492,0.240130126
HMDB0033209,Asteroleplasma,fenthion,Nervous system disorder,Neurological,,positive,0.402597835,0.401395901,0.384868854
HMDB0033209,Avibacterium,fenthion,Nervous system disorder,Neurological,,negative,-0.424893145,-0.482929092,-0.454425154
HMDB0033209,CAG-352,fenthion,Nervous system disorder,Neurological,,negative,-0.489827921,-0.463813505,-0.484405483
HMDB0033209,Coprococcus,fenthion,Nervous system disorder,Neurological,,negative,-0.597014155,-0.223986091,-0.32843609
HMDB0033209,Defluviitaleaceae_UCG-011,fenthion,Nervous system disorder,Neurological,,negative,-0.542273353,-0.362413246,-0.352526244
HMDB0033209,Elusimicrobium,fenthion,Nervous system disorder,Neurological,,negative,-0.436800705,-0.332602775,-0.385539455
HMDB0033209,Escherichia-Shigella,fenthion,Nervous system disorder,Neurological,,positive,0.44519567,0.308656515,0.509969505
HMDB0033209,GCA-900066575,fenthion,Nervous system disorder,Neurological,,positive,0.463117402,0.400136256,0.39810994
HMDB0033209,Herbaspirillum,fenthion,Nervous system disorder,Neurological,,negative,-0.448377741,-0.352696239,-0.426141516
HMDB0033209,Mannheimia,fenthion,Nervous system disorder,Neurological,,negative,-0.399243686,-0.510136925,-0.36380422
HMDB0033209,Megasphaera,fenthion,Nervous system disorder,Neurological,,positive,0.581725943,0.345420559,0.567572546
HMDB0033209,NK4A214_group,fenthion,Nervous system disorder,Neurological,,negative,-0.40173189,-0.296501204,-0.471491881
HMDB0033209,Odoribacter,fenthion,Nervous system disorder,Neurological,,negative,-0.31441632,-0.332561809,-0.474831639
HMDB0033209,Romboutsia,fenthion,Nervous system disorder,Neurological,,positive,0.417532612,0.373814146,0.318137892
HMDB0033209,Roseburia,fenthion,Nervous system disorder,Neurological,,negative,-0.335455454,-0.276084942,-0.463159834
HMDB0033209,UCG-005,fenthion,Nervous system disorder,Neurological,,negative,-0.395536012,-0.245473084,-0.32443029
HMDB0033209,Weissella,fenthion,Nervous system disorder,Neurological,,negative,-0.528313073,-0.473970957,-0.44808859
